address,amenities,buildingSize,city,extraInfo,listingDate,listingID,price,propType,spaceAvailable,spaces,state,status,subType,transport,utilities
1289 Research Blvd,,"6,056 SF",Creve Coeur,"Rental Rate,$6.00 /SF/YR,Rentable Building Area,6,056 SF,Property Type,Industrial,Year Built,1967,Property Subtype,Warehouse",4/25/2018,12372033,$0.50 SF/Mo,Industrial,"6,056 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '16 min drive', '9.0 mi'), ('Port of Shreveport', '672 min drive', '576.8 mi'), ('PETROLEUM FUEL AND TERMINAL CO.-SAINT LOUIS-MO', '11 min drive', '6.3 mi')]",
2600-2650 S Hanley Rd,"Bus Line,Metro/Subway,Signage,Energy Star Labeled","410,000 SF",Brentwood,"Rental Rate,$14.95 /SF/YR,Rentable Building Area,410,000 SF,Property Type,Industrial,Year Built/Renovated,1972/1998,Property Subtype,Warehouse",2/14/2020,12968396,$1.25 SF/Mo,Industrial,"5,000 SF",1 Space,MO,For Lease,Office,,"Water - City Water,Sewer - City Sewer"
501 N Main Ave,,"200,000 SF",Springfield,"Rental Rate,$3.25 /SF/YR,Rentable Building Area,200,000 SF,Property Type,Industrial,Year Built,1939,Property Subtype,Warehouse",7/18/2018,13202393,$0.27 SF/Mo,Industrial,"8,672 - 106,626 SF",5 Spaces,MO,For Lease,Industrial,"[('Springfield-Branson National Airport', '20 min drive', '8.5 mi'), ('Port of Shreveport', '529 min drive', '434.0 mi'), ('WESTSIDE RELOAD-SPRINGFIELD-MO', '7 min drive', '2.8 mi')]",
1243-1333 Quebec St,Skylights,"311,456 SF",North Kansas City,"Rental Rate,$3.25 /SF/YR,Rentable Building Area,311,456 SF,Property Type,Industrial,Year Built,1964,Property Subtype,Warehouse",7/24/2019,13281521,$0.27 SF/Mo,Industrial,"80,000 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '28 min drive', '19.2 mi'), ('Port of Shreveport', '697 min drive', '560.5 mi'), ('METRO PARK WAREHOUSES, INC.-N. KANSAS CITY-MO', '1 min drive', '0.1 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
9751 NE Parvin Rd,Property Manager on Site,"217,783 SF",Kansas City,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,217,783 SF,Property Type,Industrial,Year Built,2019,Property Subtype,Warehouse",8/3/2018,13379710,$0.38 SF/Mo,Industrial,"27,157 SF",1 Space,MO,For Lease,Industrial,"[('Kansas City International Airport', '31 min drive', '22.9 mi'), ('Port of Shreveport', '699 min drive', '565.0 mi'), ('PARIS BROTHERS-KANSAS CITY-MO', '7 min drive', '2.8 mi')]","Gas - Natural,Water - City Water,Sewer - City Sewer"
10612-10616 Trenton Ave,"Fenced Lot,Signage","33,543 SF",Saint Louis,"Rental Rate,$5.75 /SF/YR,Rentable Building Area,33,543 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",8/7/2018,13421276,$0.48 SF/Mo,Industrial,"10,000 SF",1 Space,MO,For Lease,Industrial,"[('Lambert-St. Louis International Airport', '15 min drive', '8.4 mi'), ('Port of Shreveport', '672 min drive', '578.7 mi'), ('PETROLEUM FUEL AND TERMINAL CO.-SAINT LOUIS-MO', '9 min drive', '5.6 mi')]",
6200-6228 Pershall Rd Blvd,,"224,089 SF",Hazelwood,"Min. Divisible,28,000 SF,Rentable Building Area,224,089 SF,Property Type,Industrial,Year Built,2020,Property Subtype,Warehouse,Construction Status,Under Construction",9/6/2018,13710139,Rent Upon Request,Industrial,"28,000 - 224,089 SF",1 Space,MO,For Lease,Industrial,,
162 Concourse Dr,,"10,000 SF",Pearl,"Rental Rate,$8.80 /SF/YR,Rentable Building Area,10,000 SF,Property Type,Flex,Year Built,2004,Building Class,B",11/17/2016,4224389,$0.73 SF/Mo,Flex,"3,000 SF",1 Space,MS,For Lease,Industrial,,
2301 W 4th St,,"12,000 SF",Hattiesburg,"Rental Rate,$4.00 /SF/YR,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,1953,Property Subtype,Warehouse",12/5/2017,10863622,$0.33 SF/Mo,Industrial,"12,000 SF",1 Space,MS,For Lease,Industrial,,
3100 15th St,,"1,850 SF",Gulfport,"Rental Rate,$8.52 /SF/YR,Rentable Building Area,1,850 SF,Property Type,Industrial,Year Built,2008,Property Subtype,Warehouse",3/16/2018,11943263,$0.71 SF/Mo,Industrial,"1,824 SF",1 Space,MS,For Lease,Office/Retail,"[('Gulfport-Biloxi Regional Airport', '14 min drive', '5.5 mi'), ('Port of Gulf Port', '2 min drive', '0.6 mi'), ('CSX INTERMODAL-NEW ORLEANS-LA', '87 min drive', '72.5 mi')]",
306 Industrial Cir,,"106,785 SF",Union,"Property Type,Industrial,Rentable Building Area,106,785 SF,Property Subtype,Warehouse,Year Built,1990",7/2/2018,13051413,Rent Upon Request,Industrial,"106,785 SF",1 Space,MS,For Lease,Industrial,"[('Key Field Airport', '51 min drive', '36.9 mi'), ('Port of Mobile', '227 min drive', '168.7 mi'), ('INTERSTATE MERCHANDISE WAREHOUSE INC.', '52 min drive', '36.6 mi')]",Lighting
1577 Springridge Rd,,"163,000 SF",Raymond,"Rental Rate,$3.50 /SF/YR,Rentable Building Area,163,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",10/4/2018,13965787,$0.29 SF/Mo,Industrial,"163,000 SF",1 Space,MS,For Lease,Industrial,"[('Jackson–Evers International Airport', '33 min drive', '21.5 mi'), ('Port of Greater Baton Rouge', '203 min drive', '174.9 mi'), ('LEFLEUR PAPER COMPANY, LLC', '22 min drive', '14.2 mi')]",
275-B Industrial Dr,,"8,000 SF",Jackson,"Property Type,Industrial,Rentable Building Area,8,000 SF,Property Subtype,Warehouse,Year Built,1979",11/19/2018,14440524,Rent Upon Request,Industrial,"8,000 SF",1 Space,MS,For Lease,Industrial,"[('Jackson–Evers International Airport', '26 min drive', '14.3 mi'), ('Port of Greater Baton Rouge', '202 min drive', '179.7 mi'), ('WAREHOUSE SERVICES, INC.-JACKSON-MS', '15 min drive', '8.0 mi')]","Lighting,Heating"
213 Industrial Dr N,,"42,000 SF",Gluckstadt,"Property Type,Industrial,Rentable Building Area,42,000 SF,Property Subtype,Warehouse,Year Built,1996",4/10/2019,15696980,Rent Upon Request,Industrial,"42,000 SF",1 Space,MS,For Lease,Industrial,"[('Jackson–Evers International Airport', '38 min drive', '24.6 mi'), ('Port of Greater Baton Rouge', '218 min drive', '194.2 mi'), ('WAREHOUSE SERVICES, INC.-JACKSON-MS', '19 min drive', '12.6 mi')]",
34 29th St,Air Conditioning,"15,000 SF",Gulfport,"Rental Rate,$8.35 /SF/YR,Rentable Building Area,15,000 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",11/4/2019,15981558,$0.70 SF/Mo,Industrial,"2,010 SF",1 Space,MS,For Lease,Retail,"[('Gulfport-Biloxi Regional Airport', '13 min drive', '4.7 mi'), ('Port of Gulf Port', '8 min drive', '3.6 mi'), ('Cargill Marketing Co. Inc.', '96 min drive', '74.8 mi')]",
4155 S 9th St,,"9,000 SF",Kalamazoo,"Rental Rate,$6.00 /SF/YR,Property Subtype,Warehouse,Min. Divisible,2,000 SF,Rentable Building Area,9,000 SF,Property Type,Industrial,Construction Status,Proposed",11/7/2017,9895372,$0.50 SF/Mo,Industrial,"2,000 - 9,000 SF",1 Space,MI,For Lease,Office,"[('Kalamazoo/Battle Creek International Airport', '13 min drive', '8.6 mi'), ('Port of Baltimore', '689 min drive', '620.0 mi'), ('LEWIS C HOWARD INC', '14 min drive', '7.0 mi')]",
31711-31715 W 8 Mile Rd,"Buss Ducts,Signage","12,000 SF",Livonia,"Rental Rate,$5.95 /SF/YR,Property Subtype,Warehouse,Min. Divisible,6,000 SF,Rentable Building Area,12,000 SF,Property Type,Industrial,Year Built,1953",5/29/2018,12696820,$0.50 SF/Mo,Industrial,"6,000 - 12,000 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '36 min drive', '20.2 mi'), ('Detroit Metropolitan Airport', '34 min drive', '25.9 mi'), ('Port of Baltimore', '597 min drive', '533.7 mi'), ('THE FOODS CORPORATION-WEST BLOOMFIELD-MI', '15 min drive', '7.6 mi')]","Gas - Natural,Heating - Gas"
46906-46908 Liberty Dr,Signage,"19,525 SF",Wixom,"Rental Rate,$9.95 /SF/YR,Rentable Building Area,19,525 SF,Property Type,Industrial,Year Built,1994,Property Subtype,Warehouse",10/30/2018,14230614,$0.83 SF/Mo,Industrial,"2,444 SF",1 Space,MI,For Lease,Office,"[('Detroit Metropolitan Airport', '36 min drive', '29.7 mi'), ('Detroit City Airport', '42 min drive', '31.9 mi'), ('Port of Baltimore', '599 min drive', '537.5 mi'), ('TRANSFLO-WIXON-MI', '4 min drive', '1.9 mi')]",Heating - Gas
11665-11721 Levan Rd,Bus Line,"29,930 SF",Livonia,"Rental Rate,$6.50 /SF/YR,Rentable Building Area,29,930 SF,Property Type,Industrial,Year Built/Renovated,1980/1999,Property Subtype,Warehouse",5/17/2019,15313884,$0.54 SF/Mo,Industrial,"8,430 SF",1 Space,MI,For Lease,Industrial,"[('Detroit Metropolitan Airport', '24 min drive', '18.4 mi'), ('Detroit City Airport', '34 min drive', '22.2 mi'), ('Port of Baltimore', '587 min drive', '526.2 mi'), ('Wayne Industries, Incorporated', '14 min drive', '7.2 mi')]",Heating - Gas
1505-1515 Jarvis St,Floor Drains,"38,030 SF",Ferndale,"Rental Rate,$9.95 /SF/YR,Rentable Building Area,38,030 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse,Cross Streets,Wanda Ave",6/5/2019,16250914,$0.83 SF/Mo,Industrial,"10,000 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '17 min drive', '8.8 mi'), ('Detroit Metropolitan Airport', '42 min drive', '29.6 mi'), ('Port of Baltimore', '602 min drive', '536.7 mi'), ('BNSF-DETROIT-MI', '5 min drive', '1.6 mi')]","Lighting - Fluorescent,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
102-110 54th St SW,"Bus Line,Signage","22,761 SF",Grand Rapids,"Rental Rate,$6.95 - $7.95 /SF/YR,Rentable Building Area,22,761 SF,Property Type,Industrial,Year Built,1997,Property Subtype,Warehouse",10/17/2019,16775936,$0.58 - $0.66 SF/Mo,Industrial,"2,825 - 16,450 SF",3 Spaces,MI,For Lease,"Office, Industrial",,
3650 Jefferson Ave SE,Bus Line,"15,360 SF",Grand Rapids,"Rental Rate,$12.00 /SF/YR,Rentable Building Area,15,360 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse,Cross Streets,36th Street and Jefferson Ave",10/2/2019,17343993,$1.00 SF/Mo,Industrial,"1,300 SF",1 Space,MI,For Lease,Industrial,"[('Gerald R. Ford International Airport', '26 min drive', '11.0 mi'), ('Port of Baltimore', '731 min drive', '645.3 mi'), ('Magic Steel Corporation', '8 min drive', '5.2 mi')]",
5121 E ML Ave,,"62,500 SF",Kalamazoo,"Rental Rate,$3.00 - $6.95 /SF/YR,Rentable Building Area,62,500 SF,Property Type,Industrial,Year Built,1984,Property Subtype,Warehouse",11/20/2019,17771204,$0.25 - $0.58 SF/Mo,Industrial,"2,516 - 11,936 SF",2 Spaces,MI,For Lease,Industrial,"[('Kalamazoo/Battle Creek International Airport', '10 min drive', '4.7 mi'), ('Port of Baltimore', '680 min drive', '613.5 mi'), ('LEWIS C HOWARD INC', '7 min drive', '3.2 mi')]",
2149-2165 Avon Industrial Dr,,"26,540 SF",Rochester Hills,"Rental Rate,$9.93 /SF/YR,Rentable Building Area,26,540 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",1/22/2020,18261193,$0.83 SF/Mo,Industrial,"2,900 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '35 min drive', '23.8 mi'), ('Port of Baltimore', '620 min drive', '551.7 mi'), ('Total Foods Corporation', '28 min drive', '17.6 mi')]",
43334 W 7 Mile Rd,Security System,"33,000 SF",Northville,"Rental Rate,$9.95 /SF/YR,Rentable Building Area,33,000 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",1/23/2020,18272901,$0.83 SF/Mo,Industrial,"1,760 SF",1 Space,MI,For Lease,Flex,"[('Detroit Metropolitan Airport', '30 min drive', '23.2 mi'), ('Detroit City Airport', '43 min drive', '28.2 mi'), ('Port of Baltimore', '593 min drive', '531.0 mi'), ('TRANSFLO-WIXON-MI', '18 min drive', '9.5 mi')]","Lighting,Heating - Gas"
2259 Traversefield Dr,,"11,961 SF",Traverse City,"Rental Rate,$15.00 /SF/YR,Rentable Building Area,11,961 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",1/24/2020,18287382,$1.25 SF/Mo,Industrial,"1,830 SF",1 Space,MI,For Lease,Office,"[('Cherry Capital Airport', '14 min drive', '4.9 mi'), ('Port of Baltimore', '862 min drive', '760.7 mi'), ('MIDWEST TIMBER', '108 min drive', '70.9 mi')]",
9059 Samuel Barton Dr,Air Conditioning,"34,248 SF",Belleville,"Property Type,Industrial,Rentable Building Area,34,248 SF,Property Subtype,Warehouse,Year Built/Renovated,1994/2002",1/28/2020,18325626,Rent Upon Request,Industrial,"34,248 SF",1 Space,MI,For Lease,Industrial,"[('Detroit Metropolitan Airport', '15 min drive', '8.7 mi'), ('Detroit City Airport', '42 min drive', '29.5 mi'), ('Port of Baltimore', '578 min drive', '516.5 mi'), ('Wayne Industries, Incorporated', '11 min drive', '5.7 mi')]",
18035 Krause St,,"7,200 SF",Riverview,"Rental Rate,$5.50 /SF/YR,Rentable Building Area,7,200 SF,Property Type,Industrial,Year Built,1976,Property Subtype,Warehouse",1/30/2020,18346330,$0.46 SF/Mo,Industrial,"7,200 SF",1 Space,MI,For Lease,Industrial,"[('Detroit Metropolitan Airport', '24 min drive', '12.9 mi'), ('Detroit City Airport', '39 min drive', '21.6 mi'), ('Port of Baltimore', '578 min drive', '513.9 mi'), ('WHITING DISTRIBUTION-RIVERVIEW (DETROIT)-MI', '8 min drive', '3.5 mi')]",
850 Minion Dr,Fenced Lot,"4,176 SF",Ypsilanti,"Rental Rate,$13.79 /SF/YR,Rentable Building Area,4,176 SF,Property Type,Industrial,Year Built,1965,Property Subtype,Warehouse",1/31/2020,18356822,$1.15 SF/Mo,Industrial,"4,176 SF",1 Space,MI,For Lease,Industrial,"[('Detroit Metropolitan Airport', '25 min drive', '16.5 mi'), ('Port of Baltimore', '588 min drive', '524.3 mi'), ('NS THOROUGHBRED BULK TRANSFER TERMINAL-YPSILANTI-M', '12 min drive', '4.9 mi')]",
6575 W Vernor Hwy,,"16,000 SF",Detroit,"Property Type,Industrial,Rentable Building Area,16,000 SF,Property Subtype,Warehouse,Year Built,1948",2/4/2020,18401367,Rent Upon Request,Industrial,"16,000 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '22 min drive', '10.6 mi'), ('Detroit Metropolitan Airport', '28 min drive', '19.4 mi'), ('Port of Baltimore', '585 min drive', '523.4 mi'), ('NS-DETROIT-MI-LIVERNOIS', '3 min drive', '0.7 mi')]",
25373 W 5 Mile Rd,Bus Line,"2,250 SF",Redford,"Rental Rate,$9.60 /SF/YR,Rentable Building Area,2,250 SF,Property Type,Industrial,Year Built,1946,Property Subtype,Warehouse",2/7/2020,18445426,$0.80 SF/Mo,Industrial,"2,250 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '29 min drive', '16.7 mi'), ('Detroit Metropolitan Airport', '34 min drive', '18.2 mi'), ('Port of Baltimore', '597 min drive', '534.7 mi'), ('CP RAILWAY-DETROIT-MI', '11 min drive', '4.6 mi')]","Lighting,Gas - Natural,Water - City Water,Sewer - City Sewer,Heating - Gas"
50759 Century Ct,Signage,"42,600 SF",Wixom,"Rental Rate,$7.25 /SF/YR,Rentable Building Area,42,600 SF,Property Type,Industrial,Year Built,1999,Property Subtype,Warehouse",2/7/2020,18446076,$0.60 SF/Mo,Industrial,"42,600 SF",1 Space,MI,For Lease,Industrial,"[('Detroit Metropolitan Airport', '41 min drive', '32.6 mi'), ('Detroit City Airport', '47 min drive', '34.8 mi'), ('Port of Baltimore', '604 min drive', '540.4 mi'), ('TRANSFLO-WIXON-MI', '4 min drive', '1.4 mi')]",Lighting - Halide
30747 W 10 Mile Rd,Air Conditioning,"7,928 SF",Farmington,"Property Type,Industrial,Rentable Building Area,7,928 SF,Property Subtype,Warehouse,Year Built,1972",2/11/2020,18482750,Rent Upon Request,Industrial,"7,928 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '35 min drive', '24.7 mi'), ('Detroit Metropolitan Airport', '39 min drive', '28.1 mi'), ('Port of Baltimore', '602 min drive', '535.9 mi'), ('THE FOODS CORPORATION-WEST BLOOMFIELD-MI', '10 min drive', '5.4 mi')]",Lighting - Fluorescent
23010 Industrial Dr E,"Buss Ducts,Air Conditioning","15,877 SF",Saint Clair Shores,"Rental Rate,$5.50 /SF/YR,Rentable Building Area,15,877 SF,Property Type,Industrial,Year Built,1966,Property Subtype,Warehouse",2/18/2020,18557739,$0.46 SF/Mo,Industrial,"15,877 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '20 min drive', '10.4 mi'), ('Detroit Metropolitan Airport', '49 min drive', '33.6 mi'), ('Port of Baltimore', '608 min drive', '540.5 mi'), ('SUPERIOR PRODUCT TRANSFER SOLUTIONS', '13 min drive', '5.3 mi')]","Lighting - Metal Halide,Heating - Gas"
6145 Wall St,"Fenced Lot,Property Manager on Site","29,784 SF",Sterling Heights,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,29,784 SF,Property Type,Industrial,Year Built,1976,Property Subtype,Warehouse,Cross Streets,Commerce Dr",2/18/2020,18559053,$0.50 SF/Mo,Industrial,"8,003 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '26 min drive', '13.2 mi'), ('Detroit Metropolitan Airport', '58 min drive', '40.4 mi'), ('Port of Baltimore', '617 min drive', '547.5 mi'), ('SUPERIOR PRODUCT TRANSFER SOLUTIONS', '21 min drive', '10.9 mi')]",Heating - Gas
14177-14187 Telegraph Rd,"Bus Line,Signage","25,826 SF",Redford,"Property Type,Industrial,Rentable Building Area,25,826 SF,Property Subtype,Warehouse,Year Built,1969",2/19/2020,18568187,Rent Upon Request,Industrial,"4,000 - 25,826 SF",4 Spaces,MI,For Lease,Retail,"[('Detroit City Airport', '26 min drive', '15.2 mi'), ('Detroit Metropolitan Airport', '31 min drive', '16.7 mi'), ('Port of Baltimore', '596 min drive', '534.7 mi'), ('CP RAILWAY-DETROIT-MI', '8 min drive', '3.0 mi')]",
4932 F 30,,"19,000 SF",Glennie,"Property Type,Industrial,Rentable Building Area,19,000 SF,Property Subtype,Warehouse,Year Built,1950",2/19/2020,18569011,Rent Upon Request,Industrial,"19,000 SF",1 Space,MI,For Lease,Industrial,"[('MIDWEST TIMBER', '134 min drive', '78.3 mi')]",
21271 Mound Rd,,940 SF,Warren,"Rental Rate,$16.60 /SF/YR,Rentable Building Area,940 SF,Property Type,Industrial,Year Built,1950,Property Subtype,Warehouse",2/20/2020,18578489,$1.38 SF/Mo,Industrial,940 SF,1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '11 min drive', '4.4 mi'), ('Detroit Metropolitan Airport', '45 min drive', '30.8 mi'), ('Port of Baltimore', '604 min drive', '537.9 mi'), ('CN LUMBER RELOAD-DETROIT-MI', '7 min drive', '2.4 mi')]",
107 W Church St,,"6,500 SF",Cedar Springs,"Rental Rate,$5.30 /SF/YR,Rentable Building Area,6,500 SF,Property Type,Industrial,Year Built,1960,Property Subtype,Warehouse",2/20/2020,18578811,$0.44 SF/Mo,Industrial,"4,300 SF",1 Space,MI,For Lease,Industrial,"[('Gerald R. Ford International Airport', '45 min drive', '32.2 mi'), ('Port of Baltimore', '750 min drive', '666.5 mi'), ('BIRD FERTILIZER SERVICES, INC.-GREENVILLE-MI', '31 min drive', '19.1 mi')]",
3663-3671 Elizabeth Lake Rd,,"20,020 SF",Waterford,"Rental Rate,$5.95 /SF/YR,Property Subtype,Warehouse,Property Type,Industrial,Rentable Building Area,20,020 SF",2/20/2020,18580912,$0.50 SF/Mo,Industrial,"1,000 SF",1 Space,MI,For Lease,Office,"[('Detroit City Airport', '45 min drive', '31.6 mi'), ('Bishop International Airport', '48 min drive', '34.7 mi'), ('Detroit Metropolitan Airport', '55 min drive', '39.9 mi'), ('Port of Baltimore', '618 min drive', '547.7 mi'), ('Total Foods Corporation', '16 min drive', '7.5 mi')]",
19000 Rialto Ave,"Fenced Lot,Security System","103,926 SF",Melvindale,"Rental Rate,$3.90 /SF/YR,Rentable Building Area,103,926 SF,Property Type,Industrial,Year Built/Renovated,1970/2018,Property Subtype,Warehouse",2/20/2020,18581898,$0.33 SF/Mo,Industrial,"85,926 SF",1 Space,MI,For Lease,Industrial,"[('Detroit Metropolitan Airport', '23 min drive', '14.6 mi'), ('Detroit City Airport', '28 min drive', '16.2 mi'), ('Port of Baltimore', '579 min drive', '518.6 mi'), ('Central Detroit Warehouse', '5 min drive', '1.3 mi')]","Lighting - Fluorescent,Heating - Gas"
4306 Normandy Ct,Signage,"53,346 SF",Royal Oak,"Property Type,Industrial,Rentable Building Area,53,346 SF,Property Subtype,Warehouse,Year Built,1993",2/21/2020,18589644,Rent Upon Request,Industrial,"53,346 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '29 min drive', '15.6 mi'), ('Detroit Metropolitan Airport', '51 min drive', '30.9 mi'), ('Port of Baltimore', '613 min drive', '543.5 mi'), ('BNSF-DETROIT-MI', '17 min drive', '7.2 mi')]",
511 Beach St,"Fenced Lot,Floor Drains,Security System,Yard,Storage Space","61,100 SF",Fenton,"Rental Rate,$3.95 /SF/YR,Property Subtype,Warehouse,Min. Divisible,14,000 SF,Rentable Building Area,61,100 SF,Property Type,Industrial,Year Built,1960",2/12/2019,18592904,$0.33 SF/Mo,Industrial,"14,000 - 34,000 SF",1 Space,MI,For Lease,Industrial,"[('Bishop International Airport', '19 min drive', '13.0 mi'), ('Port of Baltimore', '631 min drive', '564.5 mi'), ('SWARTZ CREEK ELEVATOR-SWARTZ CREEK-MI', '27 min drive', '20.3 mi')]","Lighting,Water - City Water,Sewer - City Sewer"
4301 Western Rd,,"28,240 SF",Flint,"Rental Rate,$4.00 /SF/YR,Rentable Building Area,28,240 SF,Property Type,Industrial,Year Built,1985,Property Subtype,Warehouse",2/25/2020,18639201,$0.33 SF/Mo,Industrial,"28,240 SF",1 Space,MI,For Lease,Industrial,"[('Bishop International Airport', '18 min drive', '10.4 mi'), ('Port of Baltimore', '653 min drive', '584.2 mi'), ('TRANSFLO-FLINT-MI', '6 min drive', '2.8 mi')]",
702 Colfax Ave,,"7,480 SF",Grand Haven,"Rental Rate,$4.95 /SF/YR,Rentable Building Area,7,480 SF,Property Type,Industrial,Year Built,1998,Property Subtype,Warehouse",2/25/2020,18640315,$0.41 SF/Mo,Industrial,"7,480 SF",1 Space,MI,For Lease,Industrial,"[('Muskegon County Airport', '18 min drive', '11.0 mi'), ('Port of Baltimore', '769 min drive', '680.0 mi'), ('TOTAL LOGISTIC CONTROL-HOLLAND-MI', '30 min drive', '21.3 mi')]",
8901 Schaefer Hwy,,"7,710 SF",Detroit,"Property Type,Industrial,Rentable Building Area,7,710 SF,Property Subtype,Warehouse,Year Built,1985",2/26/2020,18651514,Rent Upon Request,Industrial,"7,710 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '25 min drive', '11.8 mi'), ('Detroit Metropolitan Airport', '33 min drive', '19.1 mi'), ('Port of Baltimore', '593 min drive', '525.5 mi'), ('Dearborn Steel Center', '8 min drive', '2.9 mi')]",
7075 Dort Hwy,Signage,"667,000 SF",Grand Blanc,"Rental Rate,$4.50 /SF/YR,Rentable Building Area,667,000 SF,Property Type,Industrial,Year Built/Renovated,1955/1998,Property Subtype,Warehouse",2/26/2020,18655380,$0.38 SF/Mo,Industrial,"101,511 SF",1 Space,MI,For Lease,Industrial,,"Water - City Water,Sewer - City Sewer,Heating - Gas"
1600-1634 E Grand Blvd,"Bus Line,Buss Ducts,Courtyard,Fenced Lot,Property Manager on Site,Security System,Signage,Air Conditioning","104,259 SF",Detroit,"Rental Rate,$6.95 /SF/YR,Rentable Building Area,104,259 SF,Property Type,Industrial,Year Built,1923,Property Subtype,Warehouse",2/27/2020,18666914,$0.58 SF/Mo,Industrial,"46,207 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '9 min drive', '3.2 mi'), ('Detroit Metropolitan Airport', '35 min drive', '23.7 mi'), ('Port of Baltimore', '595 min drive', '530.6 mi'), ('Coil Steel Processing', '4 min drive', '1.2 mi')]","Lighting - Fluorescent,Gas,Heating - Gas"
9950 Portage Rd,Mezzanine,"10,349 SF",Portage,"Rental Rate,$7.95 /SF/YR,Rentable Building Area,10,349 SF,Property Type,Industrial,Year Built,1996,Property Subtype,Warehouse",11/22/2019,17792346,$0.66 SF/Mo,Industrial,"10,080 SF",1 Space,MI,For Lease,Industrial,,"Water - City Water,Sewer - City Sewer"
30932-30976 Industrial Dr,"Signage,Yard,Storage Space","110,665 SF",Livonia,"Rental Rate,$7.68 /SF/YR,Rentable Building Area,110,665 SF,Property Type,Industrial,Year Built,1978,Property Subtype,Warehouse",11/25/2019,17810696,$0.64 SF/Mo,Industrial,"5,000 SF",1 Space,MI,For Lease,Industrial,"[('Detroit Metropolitan Airport', '28 min drive', '13.9 mi'), ('Detroit City Airport', '31 min drive', '18.8 mi'), ('Port of Baltimore', '594 min drive', '531.5 mi'), ('CP RAILWAY-DETROIT-MI', '13 min drive', '6.6 mi')]",
30475-30545 Stephenson Hwy,"Floor Drains,Signage","18,617 SF",Madison Heights,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,18,617 SF,Property Type,Industrial,Year Built,1964,Property Subtype,Warehouse",11/27/2019,17827430,$0.50 SF/Mo,Industrial,"7,500 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '21 min drive', '12.4 mi'), ('Detroit Metropolitan Airport', '46 min drive', '33.2 mi'), ('Port of Baltimore', '605 min drive', '540.3 mi'), ('BNSF-DETROIT-MI', '11 min drive', '6.7 mi')]","Lighting - Halide,Heating - Gas"
8000 SW Clyde Park Ave,,"24,000 SF",Byron Center,"Rental Rate,$5.95 /SF/YR,Rentable Building Area,24,000 SF,Property Type,Industrial,Year Built,2006,Property Subtype,Warehouse",12/2/2019,17848704,$0.50 SF/Mo,Industrial,"5,400 SF",1 Space,MI,For Lease,Industrial,"[('Gerald R. Ford International Airport', '32 min drive', '18.2 mi'), ('Port of Baltimore', '731 min drive', '658.4 mi'), ('Magic Steel Corporation', '8 min drive', '5.6 mi')]",
12601 Southfield Fwy,Fenced Lot,"21,000 SF",Detroit,"Property Type,Industrial,Rentable Building Area,21,000 SF,Property Subtype,Warehouse,Year Built,1960",12/2/2019,17850384,Rent Upon Request,Industrial,"20,000 SF",1 Space,MI,For Lease,Industrial,"[('Detroit City Airport', '27 min drive', '12.7 mi'), ('Detroit Metropolitan Airport', '32 min drive', '19.2 mi'), ('Port of Baltimore', '594 min drive', '527.4 mi'), ('CP RAILWAY-DETROIT-MI', '4 min drive', '0.9 mi')]",
