,address,amenities,buildingSize,city,highlights,hoodMarket,listingDate,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,subType,transport,utilities,yearBuilt,yearRenovated,ceilingHeight,numDriveIns,numLoadingDocks,propInfo
849,7210 W Van Buren St,"['Fenced Lot', 'Skylights']",575685,Phoenix,,,2018-04-03,0.38,,Industrial,237176,"Lease rate does not include utilities, property expenses or building services",,1,AZ,Industrial,"defaultdict(None, {'Phoenix Sky Harbor International Airport': [17.2, 27.0, 38.2], 'Port of San Diego': [347.7, 388.0, 53.8], 'FREEPORT LOGISTICS, INC.-PHOENIX-AZ-431 N. 47': [3.3, 8.0, 24.8]})",[],2008,2008,10,1,1,"

Lease rate does not include utilities, property expenses or building services

"
850,625 E Pinnacle Rd,"['Courtyard', 'Fenced Lot']",50112,Phoenix,,,2018-04-30,,,Industrial,50112,"New space, never previously occupied",Build to Suit Opportunity,1,AZ,Industrial,"defaultdict(None, {'Phoenix Sky Harbor International Airport': [27.5, 39.0, 42.3], 'Port of San Diego': [369.8, 413.0, 53.7], 'BNSF-PHOENIX INTERMODAL FACILITY': [18.8, 31.0, 36.4]})",[],2021,2021,10,1,1,"
Build to Suit Opportunity
New space, never previously occupied

"
851,4409 E Baseline Rd,['Signage'],37499,Phoenix,,,2020-03-03,0.8,,Industrial,16235,"Lease rate does not include utilities, property expenses or building services,2 Drive Ins,Includes 2,928 SF of dedicated office space,Can be combined with additional space(s) for up to 16,235 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 16,235 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 16,235 SF of adjacent space,Includes 2,273 SF of dedicated office space",,3,AZ,Industrial,"defaultdict(None, {'Phoenix Sky Harbor International Airport': [6.9, 14.0, 29.6], 'Port of San Diego': [364.6, 405.0, 54.0], 'UP-PHOENIX-AZ': [8.3, 15.0, 33.2]})",[],2000,2000,10,2,1,"

Lease rate does not include utilities, property expenses or building services,2 Drive Ins,Includes 2,928 SF of dedicated office space,Can be combined with additional space(s) for up to 16,235 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 16,235 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 16,235 SF of adjacent space,Includes 2,273 SF of dedicated office space

"
852,Bell Rd & 19th Ave,['Bus Line'],61600,Phoenix,New construction; Build-to-Suit,,2018-08-28,1.4,New construction; Build-to-Suit,Industrial,61600,"New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1,AZ,Industrial,"defaultdict(None, {})",['Sewer'],2021,2021,10,1,1,"New construction; Build-to-Suit

New space, never previously occupied,Lease rate does not include utilities, property expenses or building services
New construction; Build-to-Suit
"
853,Bell Rd & 19th Ave,['Bus Line'],62400,Phoenix,New construction; build-to-suit,,2018-08-28,1.4,New construction; build-to-suit,Industrial,62400,"New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1,AZ,Industrial,"defaultdict(None, {})",['Sewer'],2021,2021,10,1,1,"New construction; build-to-suit

New space, never previously occupied,Lease rate does not include utilities, property expenses or building services
New construction; build-to-suit
"
854,Bell Rd & 19th Ave,['Bus Line'],38300,Phoenix,New construction; build-to-suit.,,2018-08-28,1.4,New construction; build-to-suit.,Industrial,38300,"New space, never previously occupied,Lease rate does not include utilities, property expenses or building services",,1,AZ,Industrial,"defaultdict(None, {})",['Sewer'],2021,2021,10,1,1,"New construction; build-to-suit.

New space, never previously occupied,Lease rate does not include utilities, property expenses or building services
New construction; build-to-suit.
"
855,9850 N 19th Dr,"['Property Manager on Site', 'Skylights']",12250,Phoenix,,,2018-06-06,0.7,,Industrial,1200,"Listed rate may not include certain utilities, building services and property expenses",Evap cooled warehouse,1,AZ,Industrial,"defaultdict(None, {'Phoenix Sky Harbor International Airport': [19.1, 31.0, 37.0], 'Port of San Diego': [361.3, 407.0, 53.3], 'BNSF-PHOENIX INTERMODAL FACILITY': [8.6, 19.0, 27.2]})",['Sewer'],1987,1987,10,1,1,"
Evap cooled warehouse
Listed rate may not include certain utilities, building services and property expenses

"
856,1340 E Jackson St,"['Fenced Lot', 'Yard']",15901,Phoenix,,,2018-11-29,1.33,"A former produce warehouse, that has tremendous potential for creative office space. In addition to the high ceiling heights, there is excess land for creating usable outdoor space. New glass, updated landscaping and on-site parking will complete the renovation at Peddler’s.
Building Features:
?	Planned Creative office building
?	Exposed brick walls and roll-up garage doors
?	Wood bow-truss ceiling
?	Polished Concrete Floors
Location Features: 
?	Located in the Historic Produce Row in Downtown Phoenix
?	Walking distances to Chase Field, Talking Stick Resort Arena and
?	Downtown’s Entertainment District
?	 Surrounded by an abundance of restaurants, shopping, nightlife and newly constructed residential
?	Direct access to Interstate 10 via Washington Street
?	 Approximately two-minute walk to Valley Metro Light Rail Station
?	Less than 10 minutes to Sky Harbor International Airport",Industrial,15901,"Lease rate does not include utilities, property expenses or building services,Fits 25 - 128 People",,1,AZ,Office,"defaultdict(None, {})","['Sewer', 'Heating', 'Lighting']",1969,1969,10,1,1,"

Lease rate does not include utilities, property expenses or building services,Fits 25 - 128 People
A former produce warehouse, that has tremendous potential for creative office space. In addition to the high ceiling heights, there is excess land for creating usable outdoor space. New glass, updated landscaping and on-site parking will complete the renovation at Peddler’s.
Building Features:
?	Planned Creative office building
?	Exposed brick walls and roll-up garage doors
?	Wood bow-truss ceiling
?	Polished Concrete Floors
Location Features: 
?	Located in the Historic Produce Row in Downtown Phoenix
?	Walking distances to Chase Field, Talking Stick Resort Arena and
?	Downtown’s Entertainment District
?	 Surrounded by an abundance of restaurants, shopping, nightlife and newly constructed residential
?	Direct access to Interstate 10 via Washington Street
?	 Approximately two-minute walk to Valley Metro Light Rail Station
?	Less than 10 minutes to Sky Harbor International Airport
"
857,180 W Pinnacle Peak Rd,None,70467,Phoenix,"Frontage, dock high loading, abundant parking",,2017-05-25,0.68,"A newly constructed Master Planned business Park with frontage, dock high loading and abundant parking.",Industrial,39782,"New space, never previously occupied,Includes 2,600 SF of dedicated office space,20 Loading Docks,Lease rate does not include utilities, property expenses or building services,7 Drive Ins","Dock High and Grade Level Loading 
Spec Suite available for immediate occupancy 
28' clear height 
ESFR Sprinklers",1,AZ,Industrial,"defaultdict(None, {})",[],2018,2018,10,7,20,"Frontage, dock high loading, abundant parking
Dock High and Grade Level Loading 
Spec Suite available for immediate occupancy 
28' clear height 
ESFR Sprinklers
New space, never previously occupied,Includes 2,600 SF of dedicated office space,20 Loading Docks,Lease rate does not include utilities, property expenses or building services,7 Drive Ins
A newly constructed Master Planned business Park with frontage, dock high loading and abundant parking.
"
858,100 W Pinnacle Peak Rd,None,86400,Phoenix,Newly constructed with frontage and cross dock and dock high loading.,,2017-05-25,0.68,A newly constructed Master Planned business park with frontage on Pinnacle Peak Road featuring the first ever cross dock facility in North Phoenix.,Industrial,31184,"New space, never previously occupied,3 Drive Ins,Lease rate does not include utilities, property expenses or building services,15 Loading Docks","Dock High and Grade Level Loading 
Spec Suite available for Immediate Occupancy
28' clear height 
ESFR Sprinklers",1,AZ,Industrial,"defaultdict(None, {})",['Sewer'],2018,2018,10,3,15,"Newly constructed with frontage and cross dock and dock high loading.
Dock High and Grade Level Loading 
Spec Suite available for Immediate Occupancy
28' clear height 
ESFR Sprinklers
New space, never previously occupied,3 Drive Ins,Lease rate does not include utilities, property expenses or building services,15 Loading Docks
A newly constructed Master Planned business park with frontage on Pinnacle Peak Road featuring the first ever cross dock facility in North Phoenix.
"
859,140 W Pinnacle Peak Rd,"['24 Hour Access', 'Signage', 'Yard', 'Fluorescent Lighting', 'Air Conditioning']",155025,Phoenix,,,2017-05-25,0.64,,Industrial,155025,"New space, never previously occupied,Includes 2,500 SF of dedicated office space,High End Trophy Space,Central Air Conditioning,Secure Storage,Lease rate does not include utilities, property expenses or building services,4 Drive Ins,41 Loading Docks,Private Restrooms,Natural Light","The first ever cross dock facility in North Phoenix offering concrete truck courts, 32' clear height and visibility on Pinnacle Peak Road.
Spec Suite available for Immediate Occupancy",1,AZ,Industrial,"defaultdict(None, {})","['Sewer', 'Lighting']",2018,2018,10,4,41,"
The first ever cross dock facility in North Phoenix offering concrete truck courts, 32' clear height and visibility on Pinnacle Peak Road.
Spec Suite available for Immediate Occupancy
New space, never previously occupied,Includes 2,500 SF of dedicated office space,High End Trophy Space,Central Air Conditioning,Secure Storage,Lease rate does not include utilities, property expenses or building services,4 Drive Ins,41 Loading Docks,Private Restrooms,Natural Light

"
860,325 E Pinnacle Peak Rd,None,69447,Phoenix,,,2019-04-12,,,Industrial,56877,"New space, never previously occupied",,1,AZ,Industrial,"defaultdict(None, {})",[],2020,2020,10,1,1,"

New space, never previously occupied

"
861,1402 S 40th Ave,['Fenced Lot'],201600,Phoenix,,,2019-07-01,0.48,,Industrial,100800,"Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 100,800 SF of adjacent space,1 Drive In Bay,10 Loading Docks",1.5 Acre Fenced Yard / Trailer Parking / Outside Storage Area; Rail Served Building By UPRR.,1,AZ,Industrial,"defaultdict(None, {'Phoenix Sky Harbor International Airport': [10.6, 22.0, 28.9], 'Port of San Diego': [352.5, 395.0, 53.5], 'FREEPORT LOGISTICS, INC.-PHOENIX-AZ-431 N. 47': [2.2, 6.0, 22.0]})",[],1987,1987,10,1,10,"
1.5 Acre Fenced Yard / Trailer Parking / Outside Storage Area; Rail Served Building By UPRR.
Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 100,800 SF of adjacent space,1 Drive In Bay,10 Loading Docks

"
862,2033 W North Ln,['Fenced Lot'],23866,Phoenix,,,2020-03-10,0.8,,Industrial,2400,"Listed rate may not include certain utilities, building services and property expenses",,1,AZ,Industrial,"defaultdict(None, {'Phoenix Sky Harbor International Airport': [19.7, 30.0, 39.4], 'Port of San Diego': [361.8, 407.0, 53.3], 'BNSF-PHOENIX INTERMODAL FACILITY': [9.1, 19.0, 28.7]})",[],1988,1988,10,1,1,"

Listed rate may not include certain utilities, building services and property expenses

"
863,1801-1859 N American St,None,88000,Philadelphia,,,2019-04-11,0.77,,Industrial,24000,"Lease rate does not include utilities, property expenses or building services,4 Loading Docks",,1,PA,Industrial,"defaultdict(None, {})",['Sewer'],1988,1988,10,1,4,"

Lease rate does not include utilities, property expenses or building services,4 Loading Docks

"
864,2045 Wheatsheaf Ln,['Fenced Lot'],193977,Philadelphia,"Last Mile Distribution Warehouse,Stormwater Mitigation Project Complete",,2019-06-24,,,Industrial,122220,"Includes 2,400 SF of dedicated office space,8 Loading Docks",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [7.8, 15.0, 31.2], 'Philadelphia International Airport': [16.3, 27.0, 36.2], 'Trenton Mercer Airport': [28.6, 43.0, 39.9], 'Port of Philadelphia': [2.4, 6.0, 24.0], 'Atlantic Systems': [0.6, 2.0, 18.0]})","['Heating', 'Sewer']",1970,1970,10,1,8,"Last Mile Distribution Warehouse,Stormwater Mitigation Project Complete

Includes 2,400 SF of dedicated office space,8 Loading Docks

"
865,2800 Ellsworth St,None,34500,Philadelphia,,,2019-08-01,,,Industrial,34500,Includes 800 SF of dedicated office space,,1,PA,Industrial,"defaultdict(None, {})",[],2003,2003,10,1,1,"

Includes 800 SF of dedicated office space

"
866,11200 Roosevelt Blvd,['Fenced Lot'],452375,Philadelphia,,,2018-11-02,0.33,,Industrial,137602,"Lease rate does not include utilities, property expenses or building services",,1,PA,Industrial,"defaultdict(None, {'Trenton Mercer Airport': [19.0, 33.0, 34.5], 'Philadelphia International Airport': [25.1, 43.0, 35.0], 'Port of Philadelphia': [11.2, 22.0, 30.5], 'REFIGERATED FOOD DISTRIBUTORS, INC.-PHILDELPHIA-PA': [1.3, 5.0, 15.6]})",['Sewer'],1960,1960,10,1,1,"

Lease rate does not include utilities, property expenses or building services

"
867,212 W Roberts Ave,None,26157,Philadelphia,"Large Commercial Space in Wayne Junction, directly across from the SEPTA Station,1 block from SEPTA's Wayne Junction Station, and directly on Route 53 Bus Line,Multiple Loading Docks, Rollup Garage, Freight Elevator, and Fire Sprinkler System,26,157 SF + Basement,Get in early on the $45 Million+ city renovation in Wayne Junction,Price includes Vanilla Fit-out. We will customize to your specifications!",,2018-03-27,0.96,"This handsome, Beaux Arts Classical brick building was built for the Max Levy Autograph Company, a maker of optical and mechanical components that still exists in Northeast Philadelphia. It is believed to be one of the first buildings made of reinforced concrete in the United States.
---
24,590 SF of Industrial/Manufacturing space with 3 Floors. Zoned I-2. Can divide at $12-$18/SF NNN plus utilities.
Zoned I-2, Medium Industrial District
High Ceilings.
Open Floor Plan.
2 Loading Docks.
Direct access to Roosevelt Boulevard (Route 1), minutes from Downtown and just across from Wayne Junction Train Station.
Philly Office Retail can customize to your specifications!
First month's rent and two month's security due at lease signing.
 
The Max Levy Autograph Company moved to Northeast Philadelphia in 2008. Its old building, like so many former industrial sites, sits vacant today. But the building has great bones and is strategically located on the border between Germantown and Nicetown, right across from the Wayne Junction station. It is part of the new Wayne Junction National
Route 1 (Rsvlt Expy), Direct Access: 0.4 miles!
I-76 (Schuylkill Expy): 2.4 miles 
I-676 (BF Pkwy): 6.2 miles",Industrial,1567,"Rate includes utilities, building services and property expenses,Fits 4 - 13 People","18 ft. x 18 ft. garage space w/ manual roll-down gate. Ample storage space on both floors. Sufficient wall space for custom shelving. Great space for two trucks or vans! Two separate doorways to 1st and 2nd floor offices. Newly renovated open space on the second floor, suitable for additional small waiting room or showroom. New security windows and a spacious bathroom on the 2nd floor. One utility sink in the garage and floor drain in garage. Listed at $1,567 per month NNN Tenant pays for electric/heat and water use. First month’s rent and two month’s security due at lease signing.",1,PA,Office,"defaultdict(None, {})",[],1915,1915,10,1,2,"Large Commercial Space in Wayne Junction, directly across from the SEPTA Station,1 block from SEPTA's Wayne Junction Station, and directly on Route 53 Bus Line,Multiple Loading Docks, Rollup Garage, Freight Elevator, and Fire Sprinkler System,26,157 SF + Basement,Get in early on the $45 Million+ city renovation in Wayne Junction,Price includes Vanilla Fit-out. We will customize to your specifications!
18 ft. x 18 ft. garage space w/ manual roll-down gate. Ample storage space on both floors. Sufficient wall space for custom shelving. Great space for two trucks or vans! Two separate doorways to 1st and 2nd floor offices. Newly renovated open space on the second floor, suitable for additional small waiting room or showroom. New security windows and a spacious bathroom on the 2nd floor. One utility sink in the garage and floor drain in garage. Listed at $1,567 per month NNN Tenant pays for electric/heat and water use. First month’s rent and two month’s security due at lease signing.
Rate includes utilities, building services and property expenses,Fits 4 - 13 People
This handsome, Beaux Arts Classical brick building was built for the Max Levy Autograph Company, a maker of optical and mechanical components that still exists in Northeast Philadelphia. It is believed to be one of the first buildings made of reinforced concrete in the United States.
---
24,590 SF of Industrial/Manufacturing space with 3 Floors. Zoned I-2. Can divide at $12-$18/SF NNN plus utilities.
Zoned I-2, Medium Industrial District
High Ceilings.
Open Floor Plan.
2 Loading Docks.
Direct access to Roosevelt Boulevard (Route 1), minutes from Downtown and just across from Wayne Junction Train Station.
Philly Office Retail can customize to your specifications!
First month's rent and two month's security due at lease signing.
 
The Max Levy Autograph Company moved to Northeast Philadelphia in 2008. Its old building, like so many former industrial sites, sits vacant today. But the building has great bones and is strategically located on the border between Germantown and Nicetown, right across from the Wayne Junction station. It is part of the new Wayne Junction National
Route 1 (Rsvlt Expy), Direct Access: 0.4 miles!
I-76 (Schuylkill Expy): 2.4 miles 
I-676 (BF Pkwy): 6.2 miles
"
868,4272 Wissahickon Ave,None,35000,Philadelphia,Clear Height Max: 18.0',,2010-03-19,0.46,"This property is for sale, along with 4250 Wissahickon. *Recently renovated.",Industrial,30000,"Lease rate does not include utilities, property expenses or building services",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [6.6, 12.0, 33.0], 'Philadelphia International Airport': [15.7, 27.0, 34.9], 'Trenton Mercer Airport': [32.7, 51.0, 38.5], 'Port of Philadelphia': [6.3, 13.0, 29.1], 'Atlantic Systems': [4.8, 10.0, 28.8]})",['Sewer'],1950,2009,10,1,1,"Clear Height Max: 18.0'

Lease rate does not include utilities, property expenses or building services
This property is for sale, along with 4250 Wissahickon. *Recently renovated.
"
869,4250 Wissahickon Ave,['Fenced Lot'],110000,Philadelphia,"Clear Height Max: 50.0',Office Space: 14000 sf",,2012-03-15,0.29,"100,000 SF on approximately 2.5 acres, with 14,000 SF of office space, 50’ clear ceiling height, 4 tailgate loading docks and 1 drive-in.  For sale as part of portfolio with 4272 Wissahickon Ave.",Industrial,110000,"Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 14,000 SF of dedicated office space,4 Loading Docks",,1,PA,Industrial,"defaultdict(None, {})","['Heating', 'Gas', 'Sewer']",1940,1940,10,1,4,"Clear Height Max: 50.0',Office Space: 14000 sf

Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 14,000 SF of dedicated office space,4 Loading Docks
100,000 SF on approximately 2.5 acres, with 14,000 SF of office space, 50’ clear ceiling height, 4 tailgate loading docks and 1 drive-in.  For sale as part of portfolio with 4272 Wissahickon Ave.
"
870,6100 Passyunk Ave,None,350000,Philadelphia,,,2017-08-01,,"Build to Suit Opportunity: 50,000 SF, 100,000 SF, 200,000 SF
Southwest Philadelphia, on the Schuylkill River",Industrial,350000,"New space, never previously occupied,New space, never previously occupied,New space, never previously occupied",,3,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [4.3, 10.0, 25.8], 'Philadelphia International Airport': [5.9, 13.0, 27.2], 'New Castle County Airport': [31.0, 47.0, 39.6], 'South Jersey Port': [9.8, 18.0, 32.7], 'TRANSFLO-PHILADELPHIA-PA': [3.3, 9.0, 22.0]})",[],2021,2021,10,1,1,"

New space, never previously occupied,New space, never previously occupied,New space, never previously occupied
Build to Suit Opportunity: 50,000 SF, 100,000 SF, 200,000 SF
Southwest Philadelphia, on the Schuylkill River
"
871,3401 Gaul St,['Air Conditioning'],24582,Philadelphia,Completely Renovated,,2018-10-08,,"One-story building completely renovated featuring 14' ceiling heights, four drive in doors, new HVAC system, new windows and new roof with off-street parking for 26 vehicles.  Located in emerging Port Richmond neighborhood with great access to Aramingo Avenue and I-95.",Industrial,24582,16' Finished Ceilings,"- Well capitalized; new owner has completely renovated the space
- Efficient 1-story building with on-site parking
- Located in emerging Port Richmond neighborhood
-  Great access to Aramingo Avenue and I-95
-  4 drive-in doors
-  16' ceilings",1,PA,Office,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [6.6, 13.0, 30.5], 'Cherry Hill Commuter Rail (Atlantic City Line)': [9.9, 18.0, 33.0], 'Philadelphia International Airport': [15.1, 25.0, 36.2], 'Trenton Mercer Airport': [29.3, 45.0, 39.1], 'Port of Philadelphia': [1.1, 5.0, 13.2], 'NS-PHILADELPHIA-PA-3715 E. TH': [0.7, 3.0, 14.0]})",[],1958,1958,10,1,1,"Completely Renovated
- Well capitalized; new owner has completely renovated the space
- Efficient 1-story building with on-site parking
- Located in emerging Port Richmond neighborhood
-  Great access to Aramingo Avenue and I-95
-  4 drive-in doors
-  16' ceilings
16' Finished Ceilings
One-story building completely renovated featuring 14' ceiling heights, four drive in doors, new HVAC system, new windows and new roof with off-street parking for 26 vehicles.  Located in emerging Port Richmond neighborhood with great access to Aramingo Avenue and I-95.
"
872,2201-05 N American St,None,11000,Philadelphia,,,2019-10-31,1.08,,Industrial,11000,"Lease rate does not include utilities, property expenses or building services",,1,PA,Industrial,"defaultdict(None, {})",[],1917,1917,10,1,1,"

Lease rate does not include utilities, property expenses or building services

"
873,5039 Comly St,"['Fenced Lot', 'Skylights', 'Air Conditioning']",44000,Philadelphia,,,2019-11-27,0.24,,Industrial,19000,"Lease rate does not include utilities, property expenses or building services",,1,PA,Industrial,"defaultdict(None, {})","['Heating', 'Gas', 'Sewer']",1920,2001,10,1,1,"

Lease rate does not include utilities, property expenses or building services

"
874,161 W Wyoming Ave,['Front Loading'],14500,Philadelphia,,,2020-02-05,1.25,,Industrial,4000,"Listed lease rate plus proportional share of utilities,Includes 2,000 SF of dedicated office space","4,000 total square feet available in this industrial / flex building currently demised as 2,000 square feet of office and 2,000 square feet of warehouse space. Office and warehouse space can be leased separately. The office has an open bullpen area and numerous offices built-out with direct access via Wyoming Avenue. Warehouse space features a roll-up door for loading, private entrance and restroom to be installed.",1,PA,Industrial,"defaultdict(None, {})",['Sewer'],1950,1950,10,1,1,"
4,000 total square feet available in this industrial / flex building currently demised as 2,000 square feet of office and 2,000 square feet of warehouse space. Office and warehouse space can be leased separately. The office has an open bullpen area and numerous offices built-out with direct access via Wyoming Avenue. Warehouse space features a roll-up door for loading, private entrance and restroom to be installed.
Listed lease rate plus proportional share of utilities,Includes 2,000 SF of dedicated office space

"
875,3883 Ridge Ave,None,11000,Philadelphia,,,2020-02-10,1.25,,Industrial,7760,"Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services",,2,PA,"Office, Industrial","defaultdict(None, {})",[],1925,1925,10,1,1,"

Lease rate does not include utilities, property expenses or building services,Lease rate does not include utilities, property expenses or building services

"
876,401 Domino Ln,['Cooler'],72400,Philadelphia,,,2020-02-14,,,Industrial,70000,"Sublease space available from current tenant,Includes 9,400 SF of dedicated office space","70,000 SF is readily available for sublet. Current lease term extends to February, 2023.",1,PA,Industrial,"defaultdict(None, {})",[],1972,1972,10,1,1,"
70,000 SF is readily available for sublet. Current lease term extends to February, 2023.
Sublease space available from current tenant,Includes 9,400 SF of dedicated office space

"
877,5101 Cottman Ave,None,21000,Philadelphia,,,2020-02-28,,,Industrial,10000,,,1,PA,Industrial,"defaultdict(None, {})",['Sewer'],1950,1950,10,1,1,"



"
878,5601 Tulip St,None,139000,Philadelphia,Approximately 2.5 acre lot for trailer storage and parking,,2017-03-21,,"139,000 SF warehouse situated on 6.15 acres, with dry sprinkler system throughout the building; crane-served; small office and showroom.
Conveniently located in the Tacony neighborhood of Philadelphia, just off of Harbison Avenue providing quick access to Interstate 95 and the Roosevelt Boulevard (Route 1). Located just two miles to the Betsy Ross Bridge.
",Industrial,35000,,,1,PA,Industrial,"defaultdict(None, {})",[],1922,1922,10,1,1,"Approximately 2.5 acre lot for trailer storage and parking


139,000 SF warehouse situated on 6.15 acres, with dry sprinkler system throughout the building; crane-served; small office and showroom.
Conveniently located in the Tacony neighborhood of Philadelphia, just off of Harbison Avenue providing quick access to Interstate 95 and the Roosevelt Boulevard (Route 1). Located just two miles to the Betsy Ross Bridge.

"
879,2400 S Weccacoe Ave,['Fenced Lot'],283500,Philadelphia,"Last Mile Service,Visible from I-95,KOZ Benefits through 12/31/28",,2018-02-23,,"New owners have started a $10 million redevelopment of the building that includes tearing out the rail beds, installing a new roof, leveling interior floors and upgrading the loading docks among other upgrades. Renovations are expected to be completed in early 2020.",Industrial,283500,"New space, never previously occupied,29 Loading Docks,3 Drive Ins",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [6.3, 13.0, 29.1], 'Philadelphia International Airport': [9.6, 19.0, 30.3], 'New Castle County Airport': [34.9, 51.0, 41.1], 'South Jersey Port': [8.1, 16.0, 30.4], 'NS CONNECTING LINE BULK TRANSFER TERMINAL-PHILADEP': [0.9, 4.0, 13.5]})","['Heating', 'Gas', 'Lighting', 'Sewer']",1978,2020,10,3,29,"Last Mile Service,Visible from I-95,KOZ Benefits through 12/31/28

New space, never previously occupied,29 Loading Docks,3 Drive Ins
New owners have started a $10 million redevelopment of the building that includes tearing out the rail beds, installing a new roof, leveling interior floors and upgrading the loading docks among other upgrades. Renovations are expected to be completed in early 2020.
"
880,5200 Unruh Ave,['Property Manager on Site'],185000,Philadelphia,,,2018-06-22,,,Industrial,110000,"Can be combined with additional space(s) for up to 90,000 SF of adjacent space,Can be combined with additional space(s) for up to 90,000 SF of adjacent space,Can be combined with additional space(s) for up to 90,000 SF of adjacent space","Building Size             20,000 SF	
Ceiling Height	16’6”	
Loading                    2 drive-in doors	
Column Spacing	16’ x 20	

20,000 SF in (3) sections:  
- 6,000 SF (60’ x 100’) 
 - 6,000 SF (60’ x 100’) 
 - 8,000 SF (80’ x 100’)",4,PA,Industrial,"defaultdict(None, {})",['Sewer'],1950,1950,10,1,1,"
Building Size             20,000 SF	
Ceiling Height	16’6”	
Loading                    2 drive-in doors	
Column Spacing	16’ x 20	

20,000 SF in (3) sections:  
- 6,000 SF (60’ x 100’) 
 - 6,000 SF (60’ x 100’) 
 - 8,000 SF (80’ x 100’)
Can be combined with additional space(s) for up to 90,000 SF of adjacent space,Can be combined with additional space(s) for up to 90,000 SF of adjacent space,Can be combined with additional space(s) for up to 90,000 SF of adjacent space

"
881,2275 Bridge St,['Air Conditioning'],21289,Philadelphia,,,2017-04-26,,"21,289-SF industrial building located in Philadelphia, PA.",Industrial,21289,"Can be combined with additional space(s) for up to 21,289 SF of adjacent space,Central Air Conditioning,Can be combined with additional space(s) for up to 21,289 SF of adjacent space",,2,PA,Industrial,"defaultdict(None, {})","['Heating', 'Gas', 'Sewer']",1816,1816,10,1,1,"

Can be combined with additional space(s) for up to 21,289 SF of adjacent space,Central Air Conditioning,Can be combined with additional space(s) for up to 21,289 SF of adjacent space
21,289-SF industrial building located in Philadelphia, PA.
"
882,2275 Bridge St,None,23052,Philadelphia,,,2017-04-26,,24 Hour security within the walls of The Arsenal Community .,Industrial,23052,"Can be combined with additional space(s) for up to 23,052 SF of adjacent space,Can be combined with additional space(s) for up to 23,052 SF of adjacent space,Can be combined with additional space(s) for up to 23,052 SF of adjacent space",,3,PA,Industrial,"defaultdict(None, {})","['Heating', 'Gas', 'Sewer']",2008,2008,10,1,1,"

Can be combined with additional space(s) for up to 23,052 SF of adjacent space,Can be combined with additional space(s) for up to 23,052 SF of adjacent space,Can be combined with additional space(s) for up to 23,052 SF of adjacent space
24 Hour security within the walls of The Arsenal Community .
"
883,15000 Roosevelt Blvd,None,350000,Philadelphia,"Site location allows same-day delivery to millions of customers,Conveniently accessible to public transportation",,2017-11-02,,"The buildings and sites have been thoughtfully designed using state-of-the-art specifications that are required by modern distribution users, with specific focus on the e-commerce industry and the potential for Byberry North to the be the first “last mile” facility in the City of Philadelphia. Specifications include modern Class A clear heights, ample loading doors, trailer stalls, and car parking spaces, 180° site circulation, and ingress/egress directly onto U.S. Route 1.",Industrial,329000,"New space, never previously occupied,60 Loading Docks,Can be combined with additional space(s) for up to 329,000 SF of adjacent space",Only Class A industrial development in Philadelphia,1,PA,Industrial,"defaultdict(None, {'Trenton Mercer Airport': [17.7, 30.0, 35.4], 'Philadelphia International Airport': [28.9, 42.0, 41.3], 'Port of Philadelphia': [15.2, 23.0, 39.7], 'REFIGERATED FOOD DISTRIBUTORS, INC.-PHILDELPHIA-PA': [2.5, 5.0, 30.0]})","['Gas', 'Lighting']",2021,2021,10,1,60,"Site location allows same-day delivery to millions of customers,Conveniently accessible to public transportation
Only Class A industrial development in Philadelphia
New space, never previously occupied,60 Loading Docks,Can be combined with additional space(s) for up to 329,000 SF of adjacent space
The buildings and sites have been thoughtfully designed using state-of-the-art specifications that are required by modern distribution users, with specific focus on the e-commerce industry and the potential for Byberry North to the be the first “last mile” facility in the City of Philadelphia. Specifications include modern Class A clear heights, ample loading doors, trailer stalls, and car parking spaces, 180° site circulation, and ingress/egress directly onto U.S. Route 1.
"
